RecordKey	RecordDate	InvoiceID	Quantity	UnitPrice	TaxRate	TaxAmount	LineProfit	ExtendedPrice	TotalDryItems	TotalChillerItems	Package	Description	ValidFrom	ValidTo
9742:Void fill 100 L bag (White) 100L	05/07/2013 00:00	9742	40	12.5	15	75	260	575	40	0	Each	Void fill 100 L bag (White) 100L		
"9743:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	05/07/2013 00:00	9743	36	18	15	97.2	396	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9743:Alien officer hoodie (Black) XXL	05/07/2013 00:00	9743	9	35	15	47.25	162	362.25	9	0	Each	Alien officer hoodie (Black) XXL		
9743:Animal with big feet slippers (Brown) S	05/07/2013 00:00	9743	10	32	15	48	240	368	10	0	Each	Animal with big feet slippers (Brown) S		
9743:Plush shark slippers (Gray) XL	05/07/2013 00:00	9743	4	32	15	19.2	94	147.2	4	0	Each	Plush shark slippers (Gray) XL		
9743:Small sized bubblewrap roll 10m	05/07/2013 00:00	9743	50	4.5	15	33.75	115	258.75	50	0	Each	Small sized bubblewrap roll 10m		
9744:Dinosaur battery-powered slippers (Green) XL	05/07/2013 00:00	9744	10	32	15	48	235	368	10	0	Each	Dinosaur battery-powered slippers (Green) XL		
9744:Ride on toy sedan car (Green) 1/12 scale	05/07/2013 00:00	9744	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Green) 1/12 scale		
9745:Developer joke mug - this code was generated by a tool (White)	05/07/2013 00:00	9745	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - this code was generated by a tool (White)		
9745:Halloween skull mask (Gray) L	05/07/2013 00:00	9745	48	18	15	129.6	144	993.6	48	0	Each	Halloween skull mask (Gray) L		
9745:Plush shark slippers (Gray) XL	05/07/2013 00:00	9745	6	32	15	28.8	141	220.8	6	0	Each	Plush shark slippers (Gray) XL		
9745:Ride on toy sedan car (Pink) 1/12 scale	05/07/2013 00:00	9745	5	230	15	172.5	425	1322.5	5	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9746:RC toy sedan car with remote control (Red) 1/50 scale	06/07/2013 00:00	9746	5	25	15	18.75	62.5	143.75	5	0	Each	RC toy sedan car with remote control (Red) 1/50 scale		
9746:RC toy sedan car with remote control (Yellow) 1/50 scale	06/07/2013 00:00	9746	1	25	15	3.75	12.5	28.75	1	0	Each	RC toy sedan car with remote control (Yellow) 1/50 scale		
9746:Shipping carton (Brown) 356x229x229mm	06/07/2013 00:00	9746	175	1.14	15	29.93	101.5	229.43	175	0	Each	Shipping carton (Brown) 356x229x229mm		
9746:Tape dispenser (Black)	06/07/2013 00:00	9746	70	32	15	336	1050	2576	70	0	Each	Tape dispenser (Black)		
9747:20 mm Double sided bubble wrap 10m	06/07/2013 00:00	9747	100	18	15	270	1000	2070	100	0	Each	20 mm Double sided bubble wrap 10m		
9747:Animal with big feet slippers (Brown) XL	06/07/2013 00:00	9747	4	32	15	19.2	94	147.2	4	0	Each	Animal with big feet slippers (Brown) XL		
9747:Developer joke mug - that's a hardware problem (Black)	06/07/2013 00:00	9747	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - that's a hardware problem (Black)		
9747:Dinosaur battery-powered slippers (Green) L	06/07/2013 00:00	9747	4	32	15	19.2	96	147.2	4	0	Each	Dinosaur battery-powered slippers (Green) L		
9748:Air cushion film 200mmx100mm 325m	06/07/2013 00:00	9748	7	87	15	91.35	364	700.35	7	0	Each	Air cushion film 200mmx100mm 325m		
9748:Ride on vintage American toy coupe (Black) 1/12 scale	06/07/2013 00:00	9748	1	285	15	42.75	130	327.75	1	0	Each	Ride on vintage American toy coupe (Black) 1/12 scale		
9749:Developer joke mug - Oct 31 = Dec 25 (White)	06/07/2013 00:00	9749	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
9749:Ride on toy sedan car (Black) 1/12 scale	06/07/2013 00:00	9749	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Black) 1/12 scale		
"9750:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	06/07/2013 00:00	9750	120	18	15	324	1320	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
9750:Developer joke mug - understanding recursion requires understanding recursion (Black)	06/07/2013 00:00	9750	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - understanding recursion requires understanding recursion (Black)		
9751:Clear packaging tape 48mmx100m	06/07/2013 00:00	9751	140	3.5	15	73.5	238	563.5	140	0	Each	Clear packaging tape 48mmx100m		
9751:Developer joke mug - there are 10 types of people in the world (White)	06/07/2013 00:00	9751	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9751:Developer joke mug - understanding recursion requires understanding recursion (White)	06/07/2013 00:00	9751	8	13	15	15.6	68	119.6	8	0	Each	Developer joke cup - understanding recursion requires understanding recursion (White)		
9751:Halloween skull mask (Gray) L	06/07/2013 00:00	9751	120	18	15	324	360	2484	120	0	Each	Halloween skull mask (Gray) L		
9751:USB food flash drive - banana	06/07/2013 00:00	9751	5	32	15	24	100	184	5	0	Each	USB food flash drive - banana		
9752:Animal with big feet slippers (Brown) XL	06/07/2013 00:00	9752	4	32	15	19.2	94	147.2	4	0	Each	Animal with big feet slippers (Brown) XL		
9752:Clear packaging tape 48mmx75m	06/07/2013 00:00	9752	26	2.9	15	11.31	31.2	86.71	26	0	Each	Clear packaging tape 48mmx75m		
9752:Large sized bubblewrap roll 50m	06/07/2013 00:00	9752	30	24	15	108	330	828	30	0	Each	Large sized bubblewrap roll 50m		
9752:Shipping carton (Brown) 413x285x187mm	06/07/2013 00:00	9752	225	1.05	15	35.44	112.5	271.69	225	0	Each	Shipping carton (Brown) 413x285x187mm		
9752:USB food flash drive - chocolate bar	06/07/2013 00:00	9752	4	32	15	19.2	80	147.2	4	0	Each	USB food flash drive - chocolate bar		
9753:Furry gorilla with big eyes slippers (Black) XL	06/07/2013 00:00	9753	8	32	15	38.4	188	294.4	8	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9753:Ride on toy sedan car (Yellow) 1/12 scale	06/07/2013 00:00	9753	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Yellow) 1/12 scale		
9753:Shipping carton (Brown) 500x310x310mm	06/07/2013 00:00	9753	25	2.55	15	9.56	36.25	73.31	25	0	Each	Shipping carton (Brown) 500x310x310mm		
9754:32 mm Anti static bubble wrap (Blue) 10m	06/07/2013 00:00	9754	50	32	15	240	800	1840	50	0	Each	32 mm Anti static bubble wrap (Blue) 10m		
9754:DBA joke mug - SELECT caffeine FROM mug (Black)	06/07/2013 00:00	9754	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - SELECT caffeine FROM cup (Black)		
9754:IT joke mug - hardware: part of the computer that can be kicked (Black)	06/07/2013 00:00	9754	7	13	15	13.65	59.5	104.65	7	0	Each	IT joke cup - hardware: part of the computer that can be kicked (Black)		
9754:USB food flash drive - chocolate bar	06/07/2013 00:00	9754	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - chocolate bar		
9755:DBA joke mug - mind if I join you? (White)	06/07/2013 00:00	9755	10	13	15	19.5	85	149.5	10	0	Each	DBA joke cup - mind if I join you? (White)		
9755:Ride on vintage American toy coupe (Black) 1/12 scale	06/07/2013 00:00	9755	3	285	15	128.25	390	983.25	3	0	Each	Ride on vintage American toy coupe (Black) 1/12 scale		
9756:Express post box 5kg (White) 350x280x130mm	06/07/2013 00:00	9756	200	0.95	15	28.5	100	218.5	200	0	Each	Express post box 5kg (White) 350x280x130mm		
9756:IT joke mug - keyboard not found … press F1 to continue (White)	06/07/2013 00:00	9756	2	13	15	3.9	17	29.9	2	0	Each	IT joke cup - keyboard not found … press F1 to continue (White)		
9757:Plush shark slippers (Gray) M	06/07/2013 00:00	9757	8	32	15	38.4	192	294.4	8	0	Each	Plush shark slippers (Gray) M		
9757:USB food flash drive - pizza slice	06/07/2013 00:00	9757	9	32	15	43.2	180	331.2	9	0	Each	USB food flash drive - pizza slice		
9757:USB food flash drive - sushi roll	06/07/2013 00:00	9757	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - sushi roll		
"9758:""The Gu"" red shirt XML tag t-shirt (White) XXL"	06/07/2013 00:00	9758	96	18	15	259.2	1008	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XXL"		
9758:10 mm Anti static bubble wrap (Blue) 10m	06/07/2013 00:00	9758	70	26	15	273	630	2093	70	0	Each	10 mm Anti static bubble wrap (Blue) 10m		
9758:DBA joke mug - you might be a DBA if (Black)	06/07/2013 00:00	9758	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - you might be a DBA if (Black)		
9758:RC toy sedan car with remote control (Black) 1/50 scale	06/07/2013 00:00	9758	10	25	15	37.5	125	287.5	10	0	Each	RC toy sedan car with remote control (Black) 1/50 scale		
9759:Ogre battery-powered slippers (Green) L	06/07/2013 00:00	9759	8	32	15	38.4	192	294.4	8	0	Each	Ogre battery-powered slippers (Green) L		
9759:Ride on toy sedan car (Black) 1/12 scale	06/07/2013 00:00	9759	4	230	15	138	340	1058	4	0	Each	Ride on toy sedan car (Black) 1/12 scale		
9759:Shipping carton (Brown) 305x305x305mm	06/07/2013 00:00	9759	75	3.5	15	39.38	120	301.88	75	0	Each	Shipping carton (Brown) 305x305x305mm		
9759:USB food flash drive - dim sum 10 drive variety pack	06/07/2013 00:00	9759	2	240	15	72	303	552	2	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9760:Developer joke mug - inheritance is the OO way to become wealthy (Black)	06/07/2013 00:00	9760	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (Black)		
9760:Developer joke mug - Oct 31 = Dec 25 (Black)	06/07/2013 00:00	9760	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - Oct 31 = Dec 25 (Black)		
9760:Medium sized bubblewrap roll 20m	06/07/2013 00:00	9760	70	20	15	210	700	1610	70	0	Each	Medium sized bubblewrap roll 20m		
9760:Superhero action jacket (Blue) 3XL	06/07/2013 00:00	9760	9	34	15	45.9	90	351.9	9	0	Each	Superhero action jacket (Blue) 3XL		
9761:Ogre battery-powered slippers (Green) XL	06/07/2013 00:00	9761	3	32	15	14.4	70.5	110.4	3	0	Each	Ogre battery-powered slippers (Green) XL		
9761:Superhero action jacket (Blue) M	06/07/2013 00:00	9761	10	30	15	45	80	345	10	0	Each	Superhero action jacket (Blue) M		
9761:USB food flash drive - fortune cookie	06/07/2013 00:00	9761	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - fortune cookie		
"9762:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	06/07/2013 00:00	9762	24	18	15	64.8	228	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9762:Animal with big feet slippers (Brown) XL	06/07/2013 00:00	9762	1	32	15	4.8	23.5	36.8	1	0	Each	Animal with big feet slippers (Brown) XL		
9762:DBA joke mug - SELECT caffeine FROM mug (White)	06/07/2013 00:00	9762	3	13	15	5.85	25.5	44.85	3	0	Each	DBA joke cup - SELECT caffeine FROM cup (White)		
9762:Small sized bubblewrap roll 10m	06/07/2013 00:00	9762	100	4.5	15	67.5	230	517.5	100	0	Each	Small sized bubblewrap roll 10m		
9763:Ride on toy sedan car (Blue) 1/12 scale	06/07/2013 00:00	9763	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Blue) 1/12 scale		
9763:Shipping carton (Brown) 356x229x229mm	06/07/2013 00:00	9763	125	1.14	15	21.38	72.5	163.88	125	0	Each	Shipping carton (Brown) 356x229x229mm		
9764:Developer joke mug - fun was unexpected at this time (White)	06/07/2013 00:00	9764	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - fun was unexpected at this time (White)		
9764:Developer joke mug - old C developers never die (White)	06/07/2013 00:00	9764	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - old C developers never die (White)		
9764:Halloween skull mask (Gray) M	06/07/2013 00:00	9764	48	18	15	129.6	144	993.6	48	0	Each	Halloween skull mask (Gray) M		
"9765:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	06/07/2013 00:00	9765	120	18	15	324	1320	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
"9765:""The Gu"" red shirt XML tag t-shirt (White) 7XL"	06/07/2013 00:00	9765	120	18	15	324	1140	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 7XL"		
9765:Plush shark slippers (Gray) L	06/07/2013 00:00	9765	9	32	15	43.2	216	331.2	9	0	Each	Plush shark slippers (Gray) L		
9765:RC toy sedan car with remote control (Green) 1/50 scale	06/07/2013 00:00	9765	3	25	15	11.25	37.5	86.25	3	0	Each	RC toy sedan car with remote control (Green) 1/50 scale		
9765:Ride on toy sedan car (Blue) 1/12 scale	06/07/2013 00:00	9765	7	230	15	241.5	595	1851.5	7	0	Each	Ride on toy sedan car (Blue) 1/12 scale		
9766:Black and orange this way up despatch tape 48mmx75m	06/07/2013 00:00	9766	48	3.7	15	26.64	96	204.24	48	0	Each	Black and orange this way up despatch tape 48mmx75m		
9766:DBA joke mug - mind if I join you? (Black)	06/07/2013 00:00	9766	2	13	15	3.9	17	29.9	2	0	Each	DBA joke cup - mind if I join you? (Black)		
9766:Superhero action jacket (Blue) 5XL	06/07/2013 00:00	9766	2	34	15	10.2	20	78.2	2	0	Each	Superhero action jacket (Blue) 5XL		
9767:DBA joke mug - I will get you in order (Black)	06/07/2013 00:00	9767	4	13	15	7.8	34	59.8	4	0	Each	DBA joke cup - I will get you in order (Black)		
9767:Developer joke mug - this code was generated by a tool (White)	06/07/2013 00:00	9767	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - this code was generated by a tool (White)		
9767:Furry animal socks (Pink) S	06/07/2013 00:00	9767	108	5	15	81	378	621	108	0	Pair	Furry animal socks (Pink) S		
9767:Furry gorilla with big eyes slippers (Black) M	06/07/2013 00:00	9767	9	32	15	43.2	216	331.2	9	0	Each	Furry gorilla with big eyes slippers (Black) M		
9767:Halloween skull mask (Gray) L	06/07/2013 00:00	9767	72	18	15	194.4	216	1490.4	72	0	Each	Halloween skull mask (Gray) L		
9768:Animal with big feet slippers (Brown) XL	06/07/2013 00:00	9768	5	32	15	24	117.5	184	5	0	Each	Animal with big feet slippers (Brown) XL		
9768:Black and orange handle with care despatch tape  48mmx75m	06/07/2013 00:00	9768	24	3.7	15	13.32	57.6	102.12	24	0	Each	Black and orange handle with care despatch tape  48mmx75m		
9768:Small sized bubblewrap roll 10m	06/07/2013 00:00	9768	30	4.5	15	20.25	69	155.25	30	0	Each	Small sized bubblewrap roll 10m		
"9769:""The Gu"" red shirt XML tag t-shirt (White) 6XL"	06/07/2013 00:00	9769	12	18	15	32.4	120	248.4	12	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 6XL"		
9769:IT joke mug - that behavior is by design (White)	06/07/2013 00:00	9769	5	13	15	9.75	42.5	74.75	5	0	Each	IT joke cup - that behavior is by design (White)		
9769:RC vintage American toy coupe with remote control (Black) 1/50 scale	06/07/2013 00:00	9769	10	30	15	45	150	345	10	0	Each	RC vintage American toy coupe with remote control (Black) 1/50 scale		
9769:USB missile launcher (Green)	06/07/2013 00:00	9769	6	25	15	22.5	93	172.5	6	0	Each	USB missile launcher (Green)		
9770:20 mm Anti static bubble wrap (Blue) 50m	06/07/2013 00:00	9770	40	102	15	612	1880	4692	40	0	Each	20 mm Anti static bubble wrap (Blue) 50m		
9770:Bubblewrap dispenser (Black) 1.5m	06/07/2013 00:00	9770	5	240	15	180	650	1380	5	0	Each	Bubblewrap dispenser (Black) 1.5m		
9770:DBA joke mug - mind if I join you? (White)	06/07/2013 00:00	9770	5	13	15	9.75	42.5	74.75	5	0	Each	DBA joke cup - mind if I join you? (White)		
9770:USB missile launcher (Green)	06/07/2013 00:00	9770	3	25	15	11.25	46.5	86.25	3	0	Each	USB missile launcher (Green)		
9771:Alien officer hoodie (Black) 3XL	06/07/2013 00:00	9771	1	35	15	5.25	18	40.25	1	0	Each	Alien officer hoodie (Black) 3XL		
9771:Developer joke mug - that's a hardware problem (Black)	06/07/2013 00:00	9771	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - that's a hardware problem (Black)		
9771:Pack of 12 action figures (variety)	06/07/2013 00:00	9771	1	16	15	2.4	10.5	18.4	1	0	Packet	Pack of 12 action figures (variety)		
9771:Ride on toy sedan car (Red) 1/12 scale	06/07/2013 00:00	9771	8	230	15	276	680	2116	8	0	Each	Ride on toy sedan car (Red) 1/12 scale		
9771:Shipping carton (Brown) 457x457x457mm	06/07/2013 00:00	9771	25	2.1	15	7.88	25	60.38	25	0	Each	Shipping carton (Brown) 457x457x457mm		
9772:20 mm Anti static bubble wrap (Blue) 50m	06/07/2013 00:00	9772	100	102	15	1530	4700	11730	100	0	Each	20 mm Anti static bubble wrap (Blue) 50m		
9772:RC vintage American toy coupe with remote control (Red) 1/50 scale	06/07/2013 00:00	9772	5	30	15	22.5	75	172.5	5	0	Each	RC vintage American toy coupe with remote control (Red) 1/50 scale		
9773:10 mm Double sided bubble wrap 10m	06/07/2013 00:00	9773	50	15	15	112.5	375	862.5	50	0	Each	10 mm Double sided bubble wrap 10m		
9773:Shipping carton (Brown) 305x305x305mm	06/07/2013 00:00	9773	225	3.5	15	118.13	360	905.63	225	0	Each	Shipping carton (Brown) 305x305x305mm		
"9774:""The Gu"" red shirt XML tag t-shirt (White) 7XL"	06/07/2013 00:00	9774	36	18	15	97.2	342	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 7XL"		
9774:Animal with big feet slippers (Brown) M	06/07/2013 00:00	9774	3	32	15	14.4	72	110.4	3	0	Each	Animal with big feet slippers (Brown) M		
9774:DBA joke mug - mind if I join you? (Black)	06/07/2013 00:00	9774	6	13	15	11.7	51	89.7	6	0	Each	DBA joke cup - mind if I join you? (Black)		
"9775:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	06/07/2013 00:00	9775	60	18	15	162	660	1242	60	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9775:3 kg Courier post bag (White) 300x190x95mm	06/07/2013 00:00	9775	150	0.66	15	14.85	45	113.85	150	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9775:Red and white urgent despatch tape 48mmx75m	06/07/2013 00:00	9775	168	3.7	15	93.24	352.8	714.84	168	0	Each	Red and white urgent despatch tape 48mmx75m		
9775:Superhero action jacket (Blue) M	06/07/2013 00:00	9775	4	30	15	18	32	138	4	0	Each	Superhero action jacket (Blue) M		
9776:Furry animal socks (Pink) L	06/07/2013 00:00	9776	60	5	15	45	210	345	60	0	Pair	Furry animal socks (Pink) L		
9776:Ogre battery-powered slippers (Green) S	06/07/2013 00:00	9776	9	32	15	43.2	216	331.2	9	0	Each	Ogre battery-powered slippers (Green) S		
9776:RC toy sedan car with remote control (Yellow) 1/50 scale	06/07/2013 00:00	9776	3	25	15	11.25	37.5	86.25	3	0	Each	RC toy sedan car with remote control (Yellow) 1/50 scale		
9776:Ride on toy sedan car (Pink) 1/12 scale	06/07/2013 00:00	9776	5	230	15	172.5	425	1322.5	5	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9776:Void fill 200 L bag (White) 200L	06/07/2013 00:00	9776	30	25	15	112.5	270	862.5	30	0	Each	Void fill 200 L bag (White) 200L		
"9777:""The Gu"" red shirt XML tag t-shirt (White) XL"	06/07/2013 00:00	9777	72	18	15	194.4	756	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XL"		
9777:20 mm Double sided bubble wrap 50m	06/07/2013 00:00	9777	70	108	15	1134	6440	8694	70	0	Each	20 mm Double sided bubble wrap 50m		
9777:Alien officer hoodie (Black) 4XL	06/07/2013 00:00	9777	5	35	15	26.25	90	201.25	5	0	Each	Alien officer hoodie (Black) 4XL		
9777:Alien officer hoodie (Black) XL	06/07/2013 00:00	9777	3	35	15	15.75	54	120.75	3	0	Each	Alien officer hoodie (Black) XL		
9777:USB rocket launcher (Gray)	06/07/2013 00:00	9777	6	25	15	22.5	93	172.5	6	0	Each	USB rocket launcher (Gray)		
9778:Large  replacement blades 18mm	06/07/2013 00:00	9778	50	4.3	15	32.25	112.5	247.25	50	0	Each	Large  replacement blades 18mm		
9778:Ogre battery-powered slippers (Green) XL	06/07/2013 00:00	9778	8	32	15	38.4	188	294.4	8	0	Each	Ogre battery-powered slippers (Green) XL		
9778:Permanent marker red 5mm nib (Red) 5mm	06/07/2013 00:00	9778	24	2.7	15	9.72	24	74.52	24	0	Each	Permanent marker red 5mm nib (Red) 5mm		
9778:Small 9mm replacement blades 9mm	06/07/2013 00:00	9778	30	4.1	15	18.45	45	141.45	30	0	Each	Small 9mm replacement blades 9mm		
"9779:""The Gu"" red shirt XML tag t-shirt (White) S"	06/07/2013 00:00	9779	108	18	15	291.6	1188	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) S"		
9779:Developer joke mug - fun was unexpected at this time (Black)	06/07/2013 00:00	9779	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - fun was unexpected at this time (Black)		
9779:USB rocket launcher (Gray)	06/07/2013 00:00	9779	8	25	15	30	124	230	8	0	Each	USB rocket launcher (Gray)		
9780:Black and orange this way up despatch tape 48mmx75m	06/07/2013 00:00	9780	96	3.7	15	53.28	192	408.48	96	0	Each	Black and orange this way up despatch tape 48mmx75m		
9780:Dinosaur battery-powered slippers (Green) M	06/07/2013 00:00	9780	7	32	15	33.6	168	257.6	7	0	Each	Dinosaur battery-powered slippers (Green) M		
9780:Office cube periscope (Black)	06/07/2013 00:00	9780	80	18.5	15	222	580	1702	80	0	Each	Office cube periscope (Black)		
9780:RC big wheel monster truck with remote control (Black) 1/50 scale	06/07/2013 00:00	9780	7	45	15	47.25	206.5	362.25	7	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
9781:Developer joke mug - there are 10 types of people in the world (White)	06/07/2013 00:00	9781	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9781:Halloween zombie mask (Light Brown) XL	06/07/2013 00:00	9781	84	18	15	226.8	-84	1738.8	84	0	Each	Halloween zombie mask (Light Brown) XL		
9781:Ride on big wheel monster truck (Black) 1/12 scale	06/07/2013 00:00	9781	9	345	15	465.75	1260	3570.75	9	0	Each	Ride on big wheel monster truck (Black) 1/12 scale		
9781:Ride on toy sedan car (Yellow) 1/12 scale	06/07/2013 00:00	9781	10	230	15	345	850	2645	10	0	Each	Ride on toy sedan car (Yellow) 1/12 scale		
9781:Small 9mm replacement blades 9mm	06/07/2013 00:00	9781	90	4.1	15	55.35	135	424.35	90	0	Each	Small 9mm replacement blades 9mm		
9782:Alien officer hoodie (Black) XL	06/07/2013 00:00	9782	6	35	15	31.5	108	241.5	6	0	Each	Alien officer hoodie (Black) XL		
9782:USB food flash drive - hamburger	06/07/2013 00:00	9782	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - hamburger		
"9783:""The Gu"" red shirt XML tag t-shirt (Black) S"	06/07/2013 00:00	9783	84	18	15	226.8	924	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) S"		
9783:Furry animal socks (Pink) XL	06/07/2013 00:00	9783	72	5	15	54	252	414	72	0	Pair	Furry animal socks (Pink) XL		
9783:Ogre battery-powered slippers (Green) L	06/07/2013 00:00	9783	6	32	15	28.8	144	220.8	6	0	Each	Ogre battery-powered slippers (Green) L		
9783:RC big wheel monster truck with remote control (Black) 1/50 scale	06/07/2013 00:00	9783	3	45	15	20.25	88.5	155.25	3	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
9783:USB food flash drive - banana	06/07/2013 00:00	9783	10	32	15	48	200	368	10	0	Each	USB food flash drive - banana		
"9784:""The Gu"" red shirt XML tag t-shirt (White) M"	08/07/2013 00:00	9784	108	18	15	291.6	1188	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) M"		
9785:Black and orange glass with care despatch tape 48mmx75m	08/07/2013 00:00	9785	240	3.7	15	133.2	504	1021.2	240	0	Each	Black and orange glass with care despatch tape 48mmx75m		
"9786:""The Gu"" red shirt XML tag t-shirt (Black) XL"	08/07/2013 00:00	9786	108	18	15	291.6	1134	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XL"		
9787:Tape dispenser (Red)	08/07/2013 00:00	9787	90	32	15	432	1350	3312	90	0	Each	Tape dispenser (Red)		
"9788:""The Gu"" red shirt XML tag t-shirt (White) XXS"	08/07/2013 00:00	9788	60	18	15	162	660	1242	60	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XXS"		
"9789:""The Gu"" red shirt XML tag t-shirt (White) XS"	08/07/2013 00:00	9789	60	18	15	162	660	1242	60	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XS"		
"9790:""The Gu"" red shirt XML tag t-shirt (Black) 4XL"	08/07/2013 00:00	9790	24	18	15	64.8	240	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 4XL"		
9791:Black and yellow heavy despatch tape  48mmx75m	08/07/2013 00:00	9791	72	3.7	15	39.96	158.4	306.36	72	0	Each	Black and yellow heavy despatch tape  48mmx75m		
"9792:""The Gu"" red shirt XML tag t-shirt (Black) S"	08/07/2013 00:00	9792	24	18	15	64.8	264	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) S"		
9792:Developer joke mug - there are 10 types of people in the world (White)	08/07/2013 00:00	9792	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9792:Small 9mm replacement blades 9mm	08/07/2013 00:00	9792	100	4.1	15	61.5	150	471.5	100	0	Each	Small 9mm replacement blades 9mm		
9793:Animal with big feet slippers (Brown) M	08/07/2013 00:00	9793	7	32	15	33.6	168	257.6	7	0	Each	Animal with big feet slippers (Brown) M		
9793:DBA joke mug - I will get you in order (White)	08/07/2013 00:00	9793	8	13	15	15.6	68	119.6	8	0	Each	DBA joke cup - I will get you in order (White)		
9793:Halloween skull mask (Gray) XL	08/07/2013 00:00	9793	60	18	15	162	180	1242	60	0	Each	Halloween skull mask (Gray) XL		
9793:Red and white urgent  heavy despatch tape  48mmx100m	08/07/2013 00:00	9793	48	4.1	15	29.52	98.4	226.32	48	0	Each	Red and white urgent  heavy despatch tape  48mmx100m		
9793:Tape dispenser (Black)	08/07/2013 00:00	9793	20	32	15	96	300	736	20	0	Each	Tape dispenser (Black)		
"9794:""The Gu"" red shirt XML tag t-shirt (White) 6XL"	08/07/2013 00:00	9794	48	18	15	129.6	480	993.6	48	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 6XL"		
9794:Black and orange handle with care despatch tape  48mmx100m	08/07/2013 00:00	9794	48	4.1	15	29.52	100.8	226.32	48	0	Each	Black and orange handle with care despatch tape  48mmx100m		
9794:DBA joke mug - two types of DBAs (White)	08/07/2013 00:00	9794	6	13	15	11.7	51	89.7	6	0	Each	DBA joke cup - two types of DBAs (White)		
9794:Ride on vintage American toy coupe (Red) 1/12 scale	08/07/2013 00:00	9794	5	285	15	213.75	650	1638.75	5	0	Each	Ride on vintage American toy coupe (Red) 1/12 scale		
9795:32 mm Double sided bubble wrap 20m	08/07/2013 00:00	9795	40	37	15	222	920	1702	40	0	Each	32 mm Double sided bubble wrap 20m		
9795:IT joke mug - that behavior is by design (White)	08/07/2013 00:00	9795	9	13	15	17.55	76.5	134.55	9	0	Each	IT joke cup - that behavior is by design (White)		
